#+TITLE: CENTRAAL EXAMEN: HAVO 2016-2024
#+STARTUP: hidestars
#+OPTIONS: ^:nil
#+SETUPFILE: https://fniessen.github.io/org-html-themes/org/theme-bigblow.setup
#+HTML_HEAD: <style>
#+HTML_HEAD: body {
#+HTML_HEAD:   max-width: 1200px; /* Change to your desired width */
#+HTML_HEAD:   margin: 0 auto;    /* Center the content */
#+HTML_HEAD: }
#+HTML_HEAD: </style>


* NAH161VB.TXT

| **Vraagnummer** | **Betrokken Voorwerpen/Concepten**                                                                                     | **Wat moet je doen of berekenen?**                                                                                               | **Benodigde Kennis/Vaardigheden**                                                     |
| **29**           | Krachtsverandering bij ontwerpwijzigingen                                        | Kruis aan hoe ontwerpwijzigingen de kracht be√Ønvloeden die nodig is om de auto uit het ijs te takelen.                | Begrip van krachten en momentwerking.                                             |


* NAH182VB.TXT

| **Vraagnummer** | **Betrokken Voorwerpen/Concepten**                                             | **Wat moet je doen of berekenen?**                                                                                     | **Benodigde kennis/vaardigheden**                                                 |
|------------------|---------------------------------------------------------------------------------|-----------------------------------------------------------------------------------------------------------------------|-----------------------------------------------------------------------------------|
| **1**            | Lichtintensiteit, weerstand van LDR                                            | Kies de juiste schakeling om de weerstand van een LDR te meten.                                                       | Begrip van stroomkringen en weerstandmetingen.                                    |
| **2**            | Lichtintensiteit, LDR                                                         | Bepaal hoe hoog het lampje boven de LDR hangt bij een weerstand van 40 Œ©.                                             | Relatie tussen lichtintensiteit, afstand en weerstand.                            |
| **3**            | LDR, elektrisch vermogen                                                      | Bereken of de LDR heel blijft bij normale werking van het lampje.                                                     | Vermogensberekening \( P = \frac{V^2}{R} \).                                      |
| **4**            | Schakeling, LDR, LED                                                          | Leg uit waarom het lampje aangaat, blijft branden, en uitgaat bij verschillende situaties.                             | Begrip van schakelingen en eigenschappen van een LDR.                             |
| **5**            | Heftruck, kantelpunt                                                          | Bereken de maximale massa van een pakket voordat de heftruck kantelt.                                                 | Momentenwet: \( F \cdot d \).                                                     |
| **6**            | Heftruck, zwaartepunt                                                         | Kies de juiste reden waarom het kantelrisico afneemt bij een schuine lift.                                             | Begrip van zwaartepunt, momenten en stabiliteit.                                  |
| **7**            | Heftruck, remmen                                                              | Verklaar waarom het pakket in figuur 3 sneller schuift dan in figuur 4.                                                | Wrijvingskracht en zwaartekracht.                                                 |
| **8**            | Heftruck, ketting, spanning-rekdiagram                                        | Bereken de maximale kracht die de kettingen kunnen uitoefenen zonder blijvende vervorming.                             | Spanning-rekdiagram, oppervlakteberekeningen.                                     |
| **9**            | Heftruck, rendement                                                          | Bereken het rendement van de lift van de heftruck.                                                                    | Rendementsformule: \( \eta = \frac{P_{\text{uit}}}{P_{\text{in}}} \).             |
| **10**           | Heftruck, accuvermogen                                                       | Bereken hoe lang de heftruck kan werken met een volle accu.                                                            | Vermogen en accucapaciteit.                                                       |
| **11**           | Heftruck op helling                                                          | Bereken de kracht die de motor moet leveren bij constante snelheid op een helling.                                     | Krachten ontbinden op een helling.                                                |
| **12**           | Komeet, gravitatiekracht                                                     | Teken de gravitatiekracht en ontbind in componenten. Leg uit of de snelheid verandert.                                 | Krachten ontbinden en baansnelheid.                                               |
| **13**           | Komeet, massa en dichtheid                                                   | Kies welke massa en dichtheid gebruikt moeten worden om het grootste volume te berekenen.                             | Begrip van dichtheid: \( \rho = \frac{m}{V} \).                                    |
| **14**           | Rosetta, snelheid                                                            | Bereken de gemiddelde snelheid van Rosetta tijdens haar reis.                                                         | Formule: \( v = \frac{s}{t} \).                                                   |
| **15**           | Rosetta, baansnelheid                                                        | Bereken de baansnelheid van Rosetta rondom de komeet.                                                                 | Cirkelbewegingen: \( v = \sqrt{\frac{GM}{r}} \).                                   |
| **16**           | Rosetta, temperatuur                                                        | Bereken de temperatuur van de komeet aan de hand van de uitgezonden straling.                                         | Wet van Wien: \( \lambda T = b \).                                                |
| **17**           | Komeetlander Philae                                                         | Bereken hoeveel procent van de kinetische energie na de landing over is.                                              | Behoud van energie: \( E_k = \frac{1}{2}mv^2 \).                                   |
| **18**           | Komeetlander Philae                                                         | Toon aan of Philae terugvalt naar de komeet door de ontsnappingssnelheid te berekenen.                                 | Formule ontsnappingssnelheid: \( v = \sqrt{\frac{2GM}{r}} \).                      |
| **19**           | Isotopen W-186 en W-188                                                     | Beschrijf hoe W-186 en W-188 verschillen.                                                                             | Begrip van isotopen (verschil in neutronen).                                       |
| **20**           | Wolfraam-188                                                                | Bepaal de activiteit van W-188 op \( t = 0 \, \text{s} \).                                                            | Activiteit: \( A = \lambda N \).                                                  |
| **21**           | Renium-188                                                                  | Geef de vergelijking van het verval van Renium-188. Geef argumenten voor de grootste bijdrage aan de behandeling.       | Kernverval en stralingswerking.                                                   |
| **22**           | Renium-188                                                                  | Bereken de equivalente dosis van \( \beta \)-straling voor de pati√´nt.                                                | Stralingsdosisformule: \( H = w_R D \).                                           |
| **23**           | Stembanden, geluid                                                         | Bepaal de golfsnelheid in de stembanden.                                                                              | Formule: \( v = f \lambda \).                                                     |
| **24**           | Roken, frequentie van stem                                                 | Leg uit of de frequentie van stemgeluid toeneemt of afneemt door roken.                                               | Begrip van massa-veersysteem: \( f = \frac{1}{2\pi} \sqrt{\frac{k}{m}} \).         |
| **25**           | Stembanden, grondtoon                                                      | Bereken de grondtoon van de vrouw aan de hand van de frequentiekarakteristiek.                                        | Formule: \( f_n = n f_1 \).                                                       |
| **26**           | Elektrolarynx, voortplanting                                                | Leg uit hoe grootheden veranderen bij voortplanting van trillingen door huid en spieren.                              | Begrip van frequentie en voortplantingssnelheid.                                   |
| **27**           | Elektrolarynx, stemkwaliteit                                               | Vergelijk de frequentiekarakteristiek van de natuurlijke stem en de elektrolarynx.                                     | Analyseren van frequentiekarakteristieken.                                        |

* NAH191VB.TXT

| **Vraagnummer** | **Betrokken Voorwerpen/Concepten**                                        | **Wat moet je doen of berekenen?**                                                                                     | **Benodigde kennis/vaardigheden**                                                 |
|------------------|--------------------------------------------------------------------------|-----------------------------------------------------------------------------------------------------------------------|-----------------------------------------------------------------------------------|
| **1**            | Elektrisch vermogen van marineschip                                     | Toon aan dat het vermogen van een marineschip \( 1,2 \cdot 10^6 \, \text{W} \) is.                                     | Vermogen \( P = \frac{E}{t} \).                                                  |
| **2**            | Energiestromen in dieselmotor en generator                              | Omcirkel de juiste energiesoorten bij pijlen in de diagrammen.                                                        | Begrip van energievormen (elektrisch, chemisch, thermisch, etc.).                 |
| **3**            | Volume stookolie                                                        | Bereken het volume stookolie dat nodig is om 24 uur elektriciteit op te wekken.                                       | Gebruik rendement en energieverhouding.                                          |
| **4**            | Stroomsterkte per kabel                                                 | Bereken de stroomsterkte door ÈÈn kabel bij een spanning van 440 V en vermogen van \( 1,2 \cdot 10^6 \, \text{W} \).   | Formules: \( P = IV \), \( I = \frac{P}{nV} \).                                   |
| **5**            | Weerstand hoogspanningskabel                                            | Bereken de weerstand van de 13 meter lange koperkabel.                                                                | Wet van Pouillet: \( R = \rho \frac{l}{A} \).                                     |
| **6**            | Vergelijking energieverlies                                             | Omcirkel de juiste alternatieven over energieverlies en weerstand.                                                    | Begrip van stroomsterkte, weerstand en energieverlies.                            |
| **7**            | Snelheid van vallende groep                                              | Bereken de snelheid waarmee de drie personen de blob raken.                                                           | Gebruik een \( h,t \)-grafiek en formules voor valbeweging.                       |
| **8**            | Drukgolf snelheid in blob                                               | Toon aan of de drukgolf in de blob met de geluidssnelheid overeenkomt.                                                 | Schatting van afstand en gebruik van snelheidstijdformule.                        |
| **9**            | Kracht op Zimmerli tijdens lancering                                   | Bereken de kracht die de blob uitoefent op Zimmerli.                                                                  | Gebruik \( F = ma \).                                                             |
| **10**           | Krachtvector op Zimmerli                                                | Kies de juiste krachtvector in verticale richting.                                                                    | Begrip van krachten tijdens projectielen.                                         |
| **11**           | Maximale hoogte van Zimmerli                                            | Bereken de maximale hoogte die Zimmerli zou kunnen bereiken zonder energieverlies.                                    | Wet van behoud van energie: \( E_k = E_p \).                                      |
| **12**           | Verklaring lagere hoogte Zimmerli                                       | Beoordeel verklaringen voor het niet bereiken van de maximale hoogte.                                                 | Begrip van energieverlies door weerstand en andere factoren.                      |
| **13**           | Golflengte van straling van kooksteen                                   | Bereken de golflengte van de meest uitgezonden straling door de steen.                                                | Wet van Wien: \( \lambda_{\text{max}} T = b \).                                   |
| **14**           | Water opwarmen met granieten steen                                      | Bereken de massa water die verwarmd kan worden tot 100∞C.                                                             | Warmteformules: \( Q = mc\Delta T \).                                             |
| **15**           | Vergelijking basalt en graniet voor koken                               | Leg uit of een basaltsteen zwaarder, lichter of even zwaar moet zijn als graniet.                                      | Begrip van soortelijke warmte.                                                    |
| **16**           | Opwarmtijd afhankelijk van omstandigheden                               | Beoordeel of opwarmtijd langer of korter wordt bij verschillende omstandigheden.                                       | Begrip van warmteverlies en omgevingsfactoren.                                    |
| **17**           | Warmtestroom door de wand van houten pot                                | Bereken de warmtestroom door de wand van de pot tijdens het koken.                                                    | Warmtestroomformule \( P = \frac{kA \Delta T}{d} \).                               |
| **18**           | Frequentie van trillende stemvork                                      | Toon aan of de frequentie van de stemvork in het hoorbare gebied ligt.                                                | Gebruik frequentie uit een oscillogram.                                           |
| **19**           | Massa-veersysteem in ruimtevaart                                        | Leg uit of de trillingstijd van de stemvork verandert in de ruimte.                                                   | Begrip van veerconstante en invloed van zwaartekracht.                             |
| **20**           | Radioactief verval van promethium-147                                   | Geef de vergelijking van het verval van promethium-147.                                                               | Begrip van kernreacties en vervalprocessen.                                       |
| **21**           | Risico rˆntgenstraling van horloge                                      | Leg uit waarom rˆntgenstraling gevaarlijker is dan \( \beta \)-straling.                                              | Begrip van doordringend vermogen en absorptie.                                    |
| **22**           | Dikte horloge en stralingsabsorptie                                     | Bereken hoeveel procent van de rˆntgenstraling de achterkant van het horloge doorlaat.                                | Halveringsdikte en absorptieformules.                                             |
| **23**           | Equivalente dosis van rˆntgenstraling                                   | Toon aan of de stralingsdosis onder de jaarlijkse limiet blijft.                                                      | Formule: \( H = w_R D \).                                                         |
| **24**           | Baansnelheid van Elysium                                               | Leg uit hoe de baansnelheid berekend kan worden (correcte methode kiezen).                                             | Middelpuntzoekende kracht en gravitatiekracht.                                    |
| **25**           | Geostationaire baan                                                    | Toon aan dat de geostationaire baan op 36.000 km hoogte ligt.                                                         | Gebruik formule voor cirkelbanen en omlooptijd.                                   |
| **26**           | Grootte Elysium en maan                                                | Bereken of de diameter van Elysium overeenkomt met de geostationaire baan.                                             | Vergelijking van hoeken en afstanden.                                             |
| **27**           | Kracht op bewoner van draaiende ring                                   | Kies de juiste krachtvector die op een bewoner werkt in een draaiende ring.                                           | Begrip van middelpuntzoekende kracht en normaalkracht.                            |
| **28**           | Snelheid van Elysium-ring                                              | Toon aan of de ring van Elysium met de benodigde snelheid draait.                                                     | Hoeksnelheid en baansnelheid berekeningen.                                        |

* NAH192VB.TXT

| **Vraagnummer** | **Betrokken Voorwerpen/Concepten**                               | **Wat moet je doen of berekenen?**                                                                                     | **Benodigde kennis/vaardigheden**                                                 |
|------------------|------------------------------------------------------------------|-----------------------------------------------------------------------------------------------------------------------|-----------------------------------------------------------------------------------|
| **1**            | Vervalreactie van Cu-67                                         | Geef de vergelijking van de vervalreactie van Cu-67.                                                                  | Begrip van kernreacties en vervalprocessen.                                       |
| **2**            | Gebruik van Cu-67 voor beeldvorming en behandeling              | Leg uit waarom Cu-67 geschikt is voor beide toepassingen.                                                             | Begrip van straling en toepassingen in de geneeskunde.                            |
| **3**            | Reactie tussen Zn-70 en protonen                                | Leg uit welk ander deeltje vrijkomt bij de reactie waarin Cu-67 ontstaat.                                             | Begrip van kernreacties en massa-getallen.                                        |
| **4**            | Protonenergie en snelheid                                       | Bepaal de snelheid die de protonen moeten hebben om de kans op succes te maximaliseren.                                | Energie- en snelheidsrelaties van deeltjes.                                       |
| **5**            | Productie van Cu-67                                             | Bereken hoeveel protonen gemiddeld nodig zijn om ÈÈn Cu-67 kern te produceren.                                         | Gebruik van stroomsterkte, \( Q = I \cdot t \), en reactiesucceskans.             |
| **6**            | Productietijd en verval van Cu-67                               | Bepaal hoe lang de productie duurt en hoeveel Cu-67 kernen vervallen tijdens de productie.                            | Analyse van grafieken en halveringstijd.                                          |
| **7**            | Elektrisch vermogen en spanning                                 | Leid de formule \( P = \frac{U^2}{R} \) af en bereken de spanning voor maximale vermogen van de weerstanden.           | Begrip van elektrisch vermogen en formules.                                       |
| **8**            | Verwarmen van water                                             | Bereken de tijd die nodig is om water van 18∞C naar 75∞C te verwarmen.                                                | Warmteformules: \( Q = mc\Delta T \), elektrisch vermogen \( P = U^2/R \).        |
| **9**            | Warmtetransport door stroming                                   | Verklaar waarom de thermometer eerder 75∞C aangeeft.                                                                  | Begrip van stroming en warmteoverdracht.                                          |
| **10**           | Energieverlies tijdens verwarming                               | Vergelijk \( P_{\text{elektrisch}} \) met \( P_{\text{verlies}} \) op verschillende tijdstippen in een tabel.          | Analyse van energiestromen en grafieken.                                          |
| **11**           | Warmtestroom door koperen en ijzeren buizen                     | Leg uit of de warmtestroom door koper groter, kleiner of gelijk is aan die door ijzer.                                | Begrip van warmtegeleiding (\( P = kA \Delta T / d \)).                           |
| **12**           | Effect van isolatie                                             | Bereken de factor waarmee het energieverlies wordt verkleind door isolatie.                                           | Formules voor warmteverlies en isolatie-effectiviteit.                            |
| **13**           | Wrijving bij podbeweging                                        | Leg uit of in het model van de podbeweging rekening wordt gehouden met wrijving.                                      | Begrip van beweging en wrijvingskracht.                                           |
| **14**           | Testtrajectlengte                                               | Toon aan of het testtraject van 1,7 km lang genoeg is.                                                                | Analyse van \( v,t \)-grafiek en bewegingsformules.                                |
| **15**           | Vermogen en snelheid van hyperloop                              | Bepaal hoe de luchtdichtheid aangepast moet worden om een hogere snelheid te bereiken.                                | Begrip van luchtweerstand en vermogen (\( P = F_w \cdot v \)).                    |
| **16**           | Middelpuntzoekende kracht op een wiel                           | Bereken de kracht en bepaal of een spaak sterk genoeg is.                                                             | Berekeningen met middelpuntzoekende kracht \( F = mv^2/r \).                      |
| **17**           | Veerconstante van magnetische zweefsysteem                      | Bereken de veerconstante van het systeem met de gegevens over de pod.                                                 | Begrip van veerkracht \( F = -kx \).                                              |
| **18**           | Tijdwinst van hyperloop                                         | Bepaal de tijdwinst ten opzichte van de huidige reistijd tussen San Francisco en Los Angeles.                         | Snelheid, afstand en tijdsrelaties.                                               |
| **19**           | Weerstanden in serie                                           | Leg uit of \( R_1 \) groter of kleiner is dan \( R_2 \) in de schakeling.                                             | Weerstand en stroomrelaties in elektrische schakelingen.                          |
| **20**           | Rendement van de schakeling                                    | Bereken het rendement van de schakeling in een bepaalde stand.                                                        | Formules voor elektrisch rendement \( \eta = \frac{P_{\text{nut}}}{P_{\text{tot}}} \).|
| **21**           | Knipperfrequentie van led                                      | Bepaal de knipperfrequentie van de led met behulp van een foto en tijdsgegevens.                                      | Analyse van tijdsduur en herhalingsfrequentie.                                    |
| **22**           | Energieverbruik van PWM versus serieschakeling                 | Leg uit of PWM minder energie gebruikt dan een serieschakeling.                                                      | Analyse van vermogen en schakelingen.                                             |
| **23**           | Periode van ster Proxima Centauri                              | Bepaal de periode van de schommelbeweging van de ster.                                                               | Analyse van \( u,t \)-grafieken.                                                  |
| **24**           | Positie van Proxima Centauri en planeet                        | Kies de juiste schematische voorstelling van de banen.                                                               | Begrip van zwaartepunt en baanbewegingen.                                         |
| **25**           | Valversnelling op Proxima b                                    | Bereken de valversnelling op Proxima b in verhouding tot de aarde.                                                   | Formule voor valversnelling \( g = \frac{GM}{R^2} \).                             |
| **26**           | Kleur en temperatuur van sterren                               | Bepaal welke ster roder of blauwer is en leg dit uit.                                                                | Begrip van straling, temperatuur en golflengtes (Wet van Wien).                   |
| **27**           | Reistijd naar Proxima Centauri                                 | Bereken hoe lang het duurt om met 15% van de lichtsnelheid naar Proxima Centauri te reizen.                          | Gebruik van snelheid, afstand en tijdsformules.                                   |

* NAH211VB.TXT

| **Vraagnummer** | **Betrokken Voorwerpen/Concepten**                                 | **Wat moet je doen of berekenen?**                                                                                  | **Benodigde kennis/vaardigheden**                                                 |
|------------------|--------------------------------------------------------------------|--------------------------------------------------------------------------------------------------------------------|-----------------------------------------------------------------------------------|
| **1**            | Faseovergang bij lassen                                           | Bepaal welke faseovergang optreedt bij het smeltproces van lassen.                                                 | Begrip van faseovergangen (smelten, stollen, sublimeren).                         |
| **2**            | Stroomsterkte en spanning bij puntlassen                         | Toon aan dat de stroomsterkte door het ijzer 68 kA is.                                                             | Wet van Ohm, \( I = \frac{U}{R} \).                                               |
| **3**            | Opwarming van ijzer bij lassen                                   | Bereken de tijd die nodig is om het ijzer tot het smeltpunt te verhitten.                                          | Warmteformules, \( Q = mc\Delta T \), vermogen \( P = U \cdot I \).               |
| **4**            | Stroomsterkte bij meerdere lassen                                | Leg uit of de stroomsterkte verandert bij meerdere lassen.                                                         | Begrip van elektrische weerstand in parallel en serie.                            |
| **5**            | Weerstandsverandering (PTC/NTC-materiaal)                        | Bepaal met behulp van de weerstandsgrafiek of ijzer een PTC- of NTC-materiaal is.                                  | Kennis van temperatuurafhankelijkheid van weerstand.                              |
| **6**            | Koeling van elektroden                                            | Beoordeel of stellingen over de koeling van elektroden waar zijn.                                                  | Begrip van warmtegeleiding en elektrische circuits.                               |
| **7**            | Maximale trekkracht op een las                                    | Bereken de maximale trekkracht zonder dat de las breekt.                                                           | Formule voor spanning: \( \sigma = \frac{F}{A} \).                                |
| **8**            | Baansnelheid van Europa                                          | Bereken de snelheid van Europa in zijn baan rond Jupiter.                                                          | Formule \( v = \frac{2 \pi r}{T} \).                                              |
| **9**            | Frequentie van uitgezonden straling                              | Bereken de frequentie die hoort bij de maximale golflengte van infraroodstraling van Europa.                       | Relatie \( c = \lambda f \), \( f = \frac{c}{\lambda} \).                         |
| **10**           | Vervorming van Europa door gravitatie                            | Beredeneer welke figuur de beste vervorming van Europa weergeeft.                                                  | Begrip van gravitatiekracht \( F = G \frac{m_1 m_2}{r^2} \).                      |
| **11**           | Resulterende kracht op Europa                                    | Bepaal hoe de resulterende kracht verandert tussen twee figuren.                                                   | Vectoranalyse van krachten.                                                       |
| **12**           | Stand van de manen na bepaalde tijd                              | Teken de stand van de manen na \( t = 5,32 \, \text{d} \) en leg dit uit met een berekening.                       | Verhouding van omlooptijden en hoeksnelheden.                                     |
| **13**           | Vervalreactie van tritium                                        | Geef de vergelijking van het verval van \( \text{H-3} \).                                                          | Begrip van kernverval en isotopen.                                                |
| **14**           | Frequentie van uitgezonden fotonen                               | Bereken de frequentie van het licht dat door de kitmarker wordt uitgezonden.                                       | Relatie tussen energie en frequentie: \( E = h \cdot f \).                        |
| **15**           | Verandering van baan van \( \beta \)-deeltjes                    | Kies de juiste figuur die de baan van een \( \beta \)-deeltje weergeeft.                                           | Begrip van wisselwerking tussen deeltjes en kernen.                               |
| **16**           | Stralingssoort van uitgezonden fotonen                           | Bepaal welke stralingssoort een foton met een energie van \( 1,0 \cdot 10^2 \, \text{MeV} \) is.                   | Inzicht in stralingssoorten (ultraviolet, rˆntgen, gamma).                        |
| **17**           | Halveringsdikte van straling in weefsel                          | Bereken de halveringsdikte van straling in menselijk weefsel met behulp van een grafiek.                           | Logaritmische analyse van afname van intensiteit.                                 |
| **18**           | Jaarlijkse stralingslimiet                                       | Bereken of de opgelopen straling onder de jaarlijkse limiet blijft.                                                | Formules voor dosisberekening en equivalente stralingdosis.                       |
| **19**           | Eenheid van luchtweerstandsconstante \( k \)                     | Leid de eenheid van \( k \) af uit de formule \( F_w = k A v^2 \).                                                 | Dimensieanalyse en eenhedenreductie.                                              |
| **20**           | Berekening van \( k \)                                           | Bereken de waarde van \( k \) met gegeven snelheid, massa, en frontale oppervlakte.                                | Gebruik van luchtweerstandsformule.                                               |
| **21**           | Zijwaartse afdrijving door wind                                  | Bereken de tijd en zijwaartse afdrijving van Aikins bij constante horizontale snelheid.                            | Beweging in twee dimensies.                                                       |
| **22**           | Draaiing door momentverschillen                                 | Teken krachten en armen in een figuur en bepaal het verschil in momenten.                                          | Momentformule \( M = F \cdot r \).                                                |
| **23**           | Energie geabsorbeerd door het net                               | Bereken de geabsorbeerde energie door het net bij afremmen van Aikins.                                             | Formule \( E = \frac{1}{2} m v^2 \).                                              |
| **24**           | Maximale vertraging bij landing                                 | Bepaal de maximale vertraging en de tijdsduur tijdens het afremmen in het net.                                     | Analyse van \( v,t \)-diagrammen.                                                 |
| **25**           | Veiligheid van maximale vertraging                              | Controleer of de maximale vertraging binnen veilige grenzen valt.                                                  | Gebruik van gegevens over veilige vertraging.                                     |
| **26**           | Versterking door resonantie                                     | Omcirkel de juiste begrippen over geluid en resonantie in de uitwerkbijlage.                                       | Resonantiebegrip en versterking door klankkast.                                   |
| **27**           | Frequentie van cicadegeluid                                     | Bepaal de frequentie van het geluid van een cicade met behulp van een oscillogram.                                 | Analyse van \( (u,t) \)-diagram.                                                  |
| **28**           | Amplitude en geluidsvolume                                      | Geef aan wat de afnemende amplitude van een geluidstrilling betekent voor het geluid.                              | Relatie tussen amplitude en geluidsterkte.                                        |
| **29**           | Golflengte en frequentie van geluid                             | Leg uit hoe bomen geluid kunnen blokkeren afhankelijk van golflengte.                                              | Begrip van diffractie en golflengte.                                              |
| **30**           | Maximale frequentie geluid achter boom                          | Bepaal de maximale frequentie van geluid dat om een boom buigt, met schatting van de boomdikte.                    | Golflengte-frequentierelatie en geluidssnelheid in lucht.                         |

* NAH212VB.TXT

| **Vraagnummer** | **Betrokken Voorwerpen/Concepten**                                 | **Wat moet je doen of berekenen?**                                                                                  | **Benodigde kennis/vaardigheden**                                                 |
|------------------|--------------------------------------------------------------------|--------------------------------------------------------------------------------------------------------------------|-----------------------------------------------------------------------------------|
| **1**            | Staande golven, knopen en buiken                                  | Omcirkel het juiste antwoord over de golven tussen luidspreker en reflector.                                       | Begrip van knopen, buiken en golven.                                              |
| **2**            | Oscillogram van geluid, frequentie                                | Toon aan dat de frequentie 22 kHz is met behulp van een oscillogram.                                               | Frequentieberekening uit \( (u,t) \)-diagrammen.                                  |
| **3**            | Geluidsgolven, afstand tussen knopen                              | Bereken de afstand tussen de eerste en zesde druppel bij 22 kHz.                                                   | Formules voor geluidssnelheid en golflengte.                                      |
| **4**            | Geluidsgolven, vloeistoftrilling                                  | Schets een \( (u,t) \)-diagram voor een combinatie van oplossingen om druppels heel te houden.                     | Begrip van signaalverandering door frequentie- en amplitude-aanpassing.           |
| **5**            | Dubbelstersysteem                                                 | Plaats kruisjes in de tabel over eigenschappen van sterren in een dubbelstersysteem.                               | Begrip van zwaartekracht en beweging.                                             |
| **6**            | Hoek van waarneming, Sirius A en B                                | Bereken de afstand waarop koplampen dezelfde hoek vormen als Sirius A en B.                                        | Rekening houden met afstand-hoek-relaties.                                        |
| **7**            | Gravitatiekracht, ellipsbanen                                     | Teken de gravitatiekrachten tussen Sirius A en Sirius B en beschrijf de snelheidsverandering.                      | Krachtvectoren en beweging in een ellipsbaan.                                     |
| **8**            | Dichtheid van sterren                                             | Bepaal welke ster (Sirius A of B) de grootste dichtheid heeft.                                                     | Dichtheid berekenen uit massa en volume.                                          |
| **9**            | StercategorieÎn                                                   | Toon aan in welke categorie Sirius B valt.                                                                         | Sterrenclassificatie en temperatuur-massa-relaties.                               |
| **10**           | Schommelsprong, valhoogte                                         | Bereken de afstand van de val met behulp van het \( (v,t) \)-diagram.                                              | Bewegingsvergelijkingen en grafiekanalyse.                                        |
| **11**           | Middelpuntzoekende kracht                                         | Bereken de middelpuntzoekende kracht en toon de maximale spankracht aan.                                           | Formules voor centripetale kracht (\( F = m \cdot v^2 / r \)).                    |
| **12**           | Treksterkte van klimmerstouw                                      | Toon aan of het touw sterk genoeg is voor een maximale spankracht van \( 1,5 \times 10^3 \, \text{N} \).           | Begrip van treksterkte en oppervlakte van een touw.                               |
| **13**           | Krachten in uiterste standen van een schommel                     | Geef aan welke krachtvectoroptie de resulterende kracht het best weergeeft.                                        | Vectoranalyse van krachten in een schommel.                                       |
| **14**           | Luchtwrijving, arbeid                                             | Bereken de arbeid door de luchtwrijvingskracht tussen twee tijdstippen.                                            | Arbeidsberekeningen met krachten en snelheid.                                     |
| **15**           | Elektrische schakeling, eierkoker                                 | Teken de ontbrekende draden zodat de schakeling voldoet aan de eisen.                                              | Begrip van elektrische schakelingen.                                              |
| **16**           | Condensatie van waterdamp in eierkoker                            | Leg uit waarom de werktijd met deksel langer is dan zonder deksel.                                                 | Thermodynamica en energiebalans.                                                  |
| **17**           | Ontwerpaanpassingen in eierkoker                                  | Beoordeel hoe ontwerpaanpassingen de werktijd \( t \) beÔnvloeden.                                                 | Begrip van energieverbruik en ontwerpvariabelen.                                  |
| **18**           | Rendement van de eierkoker                                        | Leg uit of het rendement hoger, lager of gelijk is bij koken van 7 eieren versus 1 ei.                             | Analyse van grafieken en energieverhoudingen.                                     |
| **19**           | Energieabsorptie van een ei                                       | Bereken of een ei 14 kJ energie kan opnemen tijdens het koken.                                                     | Vermogenstijd-berekeningen en energierekening.                                    |
| **20**           | Vergelijking energieverbruik eierkoker vs. gaspit                 | Bereken welke methode energiezuiniger is voor het koken van vier eieren.                                           | Energieverbruik van elektriciteit en aardgas vergelijken.                         |
| **21**           | Vervalreactie van kobalt-60                                       | Geef de vergelijking van de vervalreactie en teken deze in het \( (N,Z) \)-diagram.                                | Kernfysica en vervalreacties.                                                     |
| **22**           | Halveringsdikte van materialen, \( \gamma \)-straling             | Bereken het percentage doorgelaten \( \gamma \)-straling door lood en vergelijk met karton.                        | Absorptievergelijkingen met halveringsdiktes.                                     |
| **23**           | Stralingssoorten                                                  | Identificeer welke soort straling twee badges hebben geraakt.                                                      | Eigenschappen van \( \alpha, \beta, \gamma \)-straling en materiaaleffecten.       |
| **24**           | Geiger-M¸llerteller (GMT)                                         | Geef de richting van de deeltjes en leg uit hoe de spanning over \( R \) verandert bij straling.                   | Werking van een geigerteller en spanning in een schakeling.                       |
| **25**           | Jaarlijkse stralingslimiet voor werknemers                        | Bereken of een werknemer met de afgelezen waarde het risico loopt de jaarlijkse dosislimiet te overschrijden.       | Dosisberekeningen en jaarlijkse limieten.                                         |
| **26**           | Voordelen van GMT versus badge                                    | Geef een voordeel van de GMT ten opzichte van een badge.                                                           | Begrip van detectie-efficiÎntie en real-time meting.                              |

* NAH213VB.TXT

| **Vraagnummer** | **Betrokken Voorwerpen/Concepten**                                       | **Wat moet je doen of berekenen?**                                                                                      | **Benodigde kennis/vaardigheden**                                                  |
|------------------|------------------------------------------------------------------------|------------------------------------------------------------------------------------------------------------------------|------------------------------------------------------------------------------------|
| **1**            | Lutetium-177, vervalreactie                                            | Geef de vervalreactie van Lu-177.                                                                                      | Kernfysica, vervalreacties.                                                        |
| **2**            | Straling van Lu-177                                                   | Identificeer het soort straling dat buiten het lichaam wordt gedetecteerd.                                             | Soorten straling (\( \alpha, \beta, \gamma \)).                                    |
| **3**            | Golflengte en energie van straling                                     | Bereken de golflengte van straling met een energie van \( 7,05 \times 10^{-14} \, \text{J} \).                          | Relatie tussen energie en golflengte (\( E = h \cdot c / \lambda \)).              |
| **4**            | Halveringstijd van Lu-177                                              | Beredeneer na hoeveel dagen de activiteit is gedaald tot \( 0,001 \) van de oorspronkelijke waarde.                    | Halveringstijdberekeningen.                                                       |
| **5**            | Omgekeerd kwadratisch verband                                          | Beredeneer hoe vaak de stralingsintensiteit afneemt als de afstand verdubbelt van 1 m naar 2 m.                        | Inverse-kwadratenwet.                                                              |
